日付,会員数,新規登録数,新規登録（デカプロフ入力完了）,PV全体,SP-PV全体,PV(会員),SP-PV(会員),PV(非会員),SP-PV(非会員),閲覧UU全体,閲覧UU(非会員),閲覧SP-UU(非会員),DAU全体,SP-DAU全体,暫定閲覧SP-UU全体,DAU iOS,DAU Android,MAU進捗,新規UU進捗,リピートUU進捗,呼び戻しUU進捗,プラットフォーム利用UU,デカトップ利用UU,デカホーム利用UU,プラットフォーム利用率,デカトップ利用率,デカホーム利用率,離脱率(7日後),離脱率(30日後),つながり数平均,つながり数中央値,つながり申請UU,つながり申請数,ソーシャルコネクト数(facebook),ソーシャルコネクトUU(facebook),ソーシャルコネクト数(twitter),ソーシャルコネクトUU(twitter),ソーシャルコネクト数(ameba),ソーシャルコネクトUU(ameba),ソーシャルコネクト数(mixi),ソーシャルコネクトUU(mixi),ソーシャルポスト数(facebook),ソーシャルポストUU(facebook),ソーシャルポスト数(twitter),ソーシャルポストUU(twitter),ソーシャルポスト数(ameba),ソーシャルポストUU(ameba),ソーシャルポスト数(mixi),ソーシャルポストUU(mixi),エントリーポスト数,エントリーポストUU,PV(like),PV UU(like),PV(follow),PV UU(follow),PV(tutorial end),PV UU(tutorial end),全コメント総数,全コメントUU,全いいね総数,全いいねUU,メッセージ総数,メッセージUU,スペンドUU全体,スペンド額全体,スペンドARPPU全体,スペンドARPU全体,スペンド率全体,スペンドUU（iOSポイント）,スペンド額（iOSポイント）,スペンドARPPU（iOSポイント）,スペンドARPU（iOSポイント）,スペンド率（iOSポイント）,スペンドUU（コイン）,スペンド額（コイン）,スペンドARPPU（コイン）,スペンドARPU（コイン）,スペンド率（コイン）,スペンドUU（アメG）,スペンド額（アメG）,スペンドARPPU（アメG）,スペンドARPU（アメG）,スペンド率（アメG）
2014-06-11,289173,0,6,2515943,2346404,577426,569646,1938517,1776758,247862,238750,182212,9917,9832,192044,6002,3861,21185,2412,17333,1440,3691,4,3530,37.22,0.04,35.60,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163188,3991,8804,852,677,1,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-12,289173,0,3,2627283,2466639,580076,567392,2047207,1899247,268804,259702,209609,9861,9785,219394,5996,3829,21732,2640,17550,1542,3683,5,3532,37.35,0.05,35.82,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157579,3916,9828,917,798,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-13,289174,1,1,2519824,2340720,560054,544859,1959770,1795861,246954,237897,183544,9752,9673,193217,5936,3774,22171,2792,17731,1648,3584,3,3430,36.75,0.03,35.17,100.00,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155888,3883,8683,815,602,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-14,289174,0,7,3064403,2876746,622289,607152,2442114,2269594,252586,243294,195209,10129,10026,205235,6153,3918,22727,2992,17946,1789,3749,2,3597,37.01,0.02,35.51,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202819,4065,13735,987,777,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-15,289175,1,4,3416969,3204962,652506,642652,2764463,2562310,273803,264412,202144,10290,10177,212321,6249,3976,23337,3220,18183,1934,3809,6,3657,37.02,0.06,35.54,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232662,4087,16525,1094,877,4,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-16,289175,0,2,2657361,2444856,564711,548546,2092650,1896310,268581,259610,192518,9953,9747,202265,6088,3693,24026,3490,18447,2089,3765,5,3632,37.83,0.05,36.49,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160940,3886,10772,898,847,7,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-17,289175,0,5,2546910,2351773,569666,555402,1977244,1796371,262955,254141,191164,9812,9654,200818,6047,3645,24709,3815,18656,2238,3783,1,3624,38.55,0.01,36.93,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155191,3887,8996,876,896,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-18,289175,0,7,2547762,2350561,578815,571637,1968947,1778924,268472,259173,197436,10327,10213,207649,6255,4005,25375,4107,18873,2395,4000,2,3831,38.73,0.02,37.10,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155927,3924,9970,919,849,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-19,289176,1,4,2333766,2144400,572252,564006,1761514,1580394,284947,275997,215978,10044,9908,225886,6167,3788,26125,4487,19082,2556,4088,7,3914,40.70,0.07,38.97,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145662,3762,8107,832,1007,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-20,289176,0,1,2342014,2154979,578794,569905,1763220,1585074,277324,268257,212615,10034,9810,222425,6071,3782,26714,4762,19260,2692,3844,2,3686,38.31,0.02,36.74,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151925,3683,8795,795,931,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-21,289176,0,3,3207857,2988983,689619,674966,2518238,2314017,341122,331862,289323,10255,10059,299382,6217,3894,27312,5045,19443,2824,3826,3,3677,37.31,0.03,35.86,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228203,4063,15668,1082,1088,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-22,289176,0,6,3620037,3394046,790753,776263,2829284,2617783,377187,367645,308898,10554,10390,319288,6434,4000,27883,5312,19593,2978,3965,3,3814,37.57,0.03,36.14,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261970,4264,18839,1187,1040,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-23,289177,1,2,2646180,2441999,637194,617961,2008986,1824038,301597,292655,235872,9798,9672,245544,6004,3706,28342,5543,19701,3098,3688,2,3536,37.64,0.02,36.09,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177145,3963,11662,981,731,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-24,289178,1,1,2435405,2293899,566459,560069,1868946,1733830,289791,281003,240772,9838,9718,250490,6012,3742,28995,5850,19885,3260,3883,5,3747,39.47,0.05,38.09,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158050,3871,9849,892,994,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-25,289178,0,4,2434401,2280578,556225,548838,1878176,1731740,280202,271103,227951,10038,9850,237801,6062,3827,29556,6131,20017,3408,3811,3,3684,37.97,0.03,36.70,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155205,3906,10660,812,952,3,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-26,289178,0,7,2350514,2198101,540011,531682,1810503,1666419,289251,280298,234204,9801,9665,243869,5999,3712,30027,6356,20145,3526,3720,4,3560,37.96,0.04,36.32,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155654,3872,9343,830,746,1,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-27,289179,1,1,2372302,2183331,536406,530513,1835896,1652818,296647,287807,234632,9600,9448,244080,5840,3651,30448,6576,20244,3628,3549,3,3400,36.97,0.03,35.42,100.00,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155189,3676,10071,844,746,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-28,289179,0,4,3036927,2830494,634495,623804,2402432,2206690,332827,323764,274393,10156,9875,284268,6128,3794,31079,6890,20413,3776,3812,3,3649,37.53,0.03,35.93,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216583,4000,16460,1056,1184,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-29,289180,1,10,3397925,3194617,688416,680426,2709509,2514191,356419,347353,297415,9986,9813,307228,6163,3706,31619,7171,20553,3895,3728,8,3567,37.33,0.08,35.72,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247211,4106,17570,1065,1107,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
2014-06-30,289180,0,6,2544177,2376503,568230,562371,1975947,1814132,320829,311605,259821,10224,9999,269820,6144,3902,32182,7492,20683,4007,3826,4,3676,37.42,0.04,35.95,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165823,3936,10123,856,973,2,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00
